('__HVKcFKVdr6lVFH2rdQVw', 'Bee', 'Philadelphia, PA', 'October 2007', 6L, 70L, 7L, None, '6-57-20', 7L, datetime.datetime(2013, 12, 7, 17, 21, 42))
('vnbyl6OfzVUlla6dU1kgLQ', 'Dan R.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 18, 43))
('VNgaEoVkgkEb1LwLcMj7ww', 'Matthew C.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 49, 51))
('vnPakhOsl4Ic5HqaNEIgTA', 'Sungbin K.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 45, 53))
('vnYRwfRYF0-jsAVasme_-g', 'Jonathan F.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 21, 42))
('vof17eNdHiAjr5mIz5ergw', 'Marc S.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 19, 6, 52))
('vosscpEt6AP6X7meuDlm7Q', 'Jill F.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 19, 0, 48))
('VP0oebWjhOr6RcYaetpk-w', 'Jen H.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 53, 26))
('VPDJt3irJNef_ljoKAaIYQ', 'TJ H.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 53, 27))
('vr-Rw3nMKIgGrVNT6A7p9g', 'Jamie S.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 16, 15, 52))
('vR986-cV86ts62yiXkPjzg', 'Kim D.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 20, 12))
('vrdC6sQszyOc66lvoPqEYQ', 'Jason O.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 18, 43))
('VRjkoVfODSdCtUlUH4dT-A', 'Randi M.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 18, 43))
('vrSVZ4SFcVGVhLKzORIaJQ', 'Gloria C.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 47, 37))
('VSWmQ7k8SjCeCYu73k9adw', 'Bryan J.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 19, 6, 19))
('vTAlqMYSu0qXSgciFd3jHA', 'Britney H.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 19, 4, 5))
('VTRKrPvUgqAYUgO4HBxLQA', 'marie r.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 13, 42))
('vU-2J4tdL6gTaIs0CzonOA', 'Elizabeth M.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 17, 8))
('Vv0JiOolv1xVVH-L_frSvA', 'William S.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 19, 7, 50))
('vvGaSq1RJA1ImkD-vgGtfw', 'Carlos L.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 46, 27))
('vvTHpjqAraGvgcbjzu155A', 'Tim Q.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 14, 20))
('VW3qosqXeFq6QJ4foHkcpw', 'Jenn V.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 16, 21))
('vW91Fuu4bi5r3TKZPxAiZg', 'Peter S.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 53, 26))
('vWWvICTldmZgz-JMui2u2w', 'Mikey M.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 18, 43))
('VXhy8N6idt5y0KJjQMg5tQ', 'Christina K.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 45, 53))
('Vxi3Cu_qyP5Rz6SukSgkTQ', 'Heather W.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 20, 12))
('VXsXnyFqUiDUSxHMnj2L_A', 'Laur A.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 19, 0, 57))
('vXYcOtA-rogHpBFZEPKbYg', 'Brian M.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 16, 7, 32))
('VY_CQcA5bYR0np05tR6QBw', 'Nate H.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 20, 12))
('VYuuNzTWju8D0rr8SvaZjA', 'Colleen M.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 16, 7, 32))
('VyV3FovC25AL5pqfBPuQhA', 'John V.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 52, 27))
('W1PwuOqzqRE6YdH4YC24LQ', 'Micaela F.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 18, 43))
('W2C4581TpFT6LkquOIKO6w', 'Chad C.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 51, 34))
('W34_lZVWSnCwrVltmT0Bbg', 'Brian P.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 16, 7, 32))
('w3n8B3NZCWDFG1j18h8tqg', 'Andrew S.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 48, 20))
('w4dhnMV3gNoo0a_-Th7mtg', 'RINNA L.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 15, 17))
('w4sWSJ2P50ZLv7HEKJ6pWA', 'Philly B.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 19, 7, 50))
('W8eOY0NSE2eJc4JVZEWvAg', 'Renee C.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 51, 12))
('W8VE-A_yp8yIQOHoQ61i7Q', 'dangwei z.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 58, 52))
('Wb6esICvAHUcz74NRIZosQ', 'Danielle J.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 13, 46))
('wc42I8BztdQZp1-tl_fUWg', 'Leslie G.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 58, 42))
('Wc4XGpPTugPtLJXwm27tDw', 'Stephen B.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 13, 47))
('WC80PqX537UgJvxVR2fSvg', 'Suzy G.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 20, 44))
('wcDLA9MbMOUEgLFVOhFO8g', 'Jacqueline B.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 14, 16))
('wcxQRKsSuVmU9hcJvH94hA', 'Sophiya S.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 20, 12))
('WdDuJNWr2UkV2Ik8BRvuqg', 'Claude B.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 20, 12))
('wDEhZdJRvC3RCE9unKKPgA', 'Ryan H.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 19, 4, 5))
('WdoRA02x1AsxLqGe59gJPQ', 'Benjamin B.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 19, 0, 48))
('WdUmjbWnAvXxKapyd_BlKA', 'John H.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 53, 26))
('wE7-wCnvHIQFsNxw6IZZ_Q', 'David C.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 19, 7, 50))
('wEldYiMRs04ykBXBmDXdBw', 'Kara L.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 14, 20))
('WeP4aqaeGvIQAmaqC7o1Vw', 'Emily C.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 16, 7, 32))
('WeTPJIVlY6Nidsi-ddPdbg', 'Jeff C.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 16, 3))
('wFaWl0JNpFytJr65iQO2UA', 'Ed G.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 19, 7, 16))
('WfBe3uL225QWCqzLzc-Jxg', 'Jamie D.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 15, 45))
('WfW00X6LW2bgW35op_o--w', 'Padmini P.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 13, 55))
('WfZeN2pRCnMrdNHl0mJtfg', 'Emily P.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 7, 14))
('WGBBCJ8qY1fvUn97bD1Qyw', 'Jennifer V.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 19, 1, 22))
('wGF6OOb4VxQqxUqbzB6hvw', 'Anthony H.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 20, 12))
('wgvU-tiaVIdjT48rC7FVgg', 'Reid B.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 53, 26))
('wgya7XJ-KIg_as5LPOkXxQ', 'Doug S.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 16, 15, 57))
('wHEaehDVKjpGn6gVrA2Yug', 'Casey A.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 16, 21))
('WhqjGL5OEEHZPSkYGSLOXA', 'Daniel C.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 53, 26))
('WhrLmRJLcJ-7Me0myEEoXw', 'Drew S.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 20, 12))
('WHx7TWI7qaWuQkVI9qcqUw', 'Charlie C.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 21, 42))
('wIGWSzXvPhij5LwvpnilOA', 'Chris S.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 47, 37))
('WJVedIAJN0FRxDn6M1tLkA', 'Abby B.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 16, 7, 32))
('WK9ojxpwBgfMcTzEPaV5Dw', 'Janelle P.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 56, 11))
('WleXtDlyVDqwGREFVMcS_Q', 'Ryan C.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 17, 20))
('wlFKssPlalo7-bnMfRRf8Q', 'Gina L.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 52))
('WlgB9SAzYAyHEAlawc27xg', 'Anjali M.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 16, 7, 32))
('wlOcGCOIhf3BpGQkAOfFPA', 'Trang L.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 47, 37))
('wLTB11ktAIBJxmktmegQTQ', 'Jesse M.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 21, 42))
('wmjnfVAlOrpn2p7aleDCsw', 'Mike M.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 7, 40))
('wMKDJbVYhBogvuR9LOB-Fw', 'Luis S.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 15, 49))
('WMkfatZgnJQvRTwKFuzt1Q', 'David C.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 16, 46))
('Wmux4GgQkNBGz4mb0BBT3w', 'Ron C.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 15, 17))
('WMYOMLqsg9O-dfFaKeSOWw', 'Dena M.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 20, 12))
('wN_oBKnN-xFHbZUtLhhGpw', 'Melanie E.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 18, 43))
('WN98k5sd8wW-uj-zHrytjA', 'Adam M.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 21, 7))
('WnsYMXYWSmopk65R3xjOSw', 'Ayana D.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 53, 51))
('WOD7uLaz-eEMpI06gGHB2Q', 'Marcella S.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 53, 51))
('WOGor0eGSLYP7FxMrWUscQ', 'Brian S.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 16, 7, 32))
('WPL9tcrcE5yrBULyQEawvw', 'RayAna M. P.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 19, 8, 32))
('wPrWrm_jTyLjvQztba5izA', 'Esther C.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 19, 8, 32))
('WPV-ru67IpBTLQQTYEbBcQ', 'Erin L.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 19, 8))
('wQOAM_pyARyd3zHs7WYltA', 'Adam W.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 19, 8, 40))
('wqs6kQ8N_9M_6BuWahi1AQ', 'Jake M.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 13, 42))
('wQY_K4VRAl4JA9Q-_SH7KQ', 'Amanda K.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 19, 0, 48))
('WRLtzAtowE1Bo8yn5WGsVA', 'Ivy L.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 20, 12))
('WRNa2KcF1HIuoCXSBfhJbw', 'Fidel G.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 16, 7, 32))
('WRWPzjZ51lJ8pp32SYXq6g', 'Eric J.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 16, 7, 32))
('Wshkpj8aHWuzIeca1QxWTA', 'Alexandra W.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 16, 7, 32))
('wsOk5a2F8Yue-esDTBoNhw', 'Ashley W.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 16, 15, 26))
('WT36RE4WkUIaEbLDjkPB3g', 'Ron H.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 46, 40))
('Wt6eQxdZVDpfCfSBc9SSeA', 'Roland B.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 7, 19))
('wU_51QNLyQyQKtd440m9Kw', 'Percy B.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 18, 43))
('wUbzu_2EZ_tLy1zRZZhJCw', 'Gretta M.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 53, 26))
('WuiEYopWZOWOuWQD87fVSw', 'Carol C.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 16, 7, 32))
('WUYy93ydO2WIDtn9iYbGUg', 'Wilson S.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 20, 12))
('Wv6aial2PbECdVTUI00Z4Q', 'Allison S.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 51, 34))
('Wv7wAmZKeuOwOh2DSlh0qA', 'Corinne B.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 53, 26))
('wVklFRngGP6ViWLyhXaYJw', 'Don L.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 20, 12))
('WvPGzTUzwhjhmpeRE_12hw', 'Aaron H.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 14, 20))
('WvsnN6KamVC7SCGf9KkNoQ', 'Anahi B.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 16, 7, 32))
('wvvPUpWKY1ZFjE1o7E01pg', 'ArtChick P.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 20, 53))
('wWa9X07Cq8EVaqJrA5QKyA', 'Kevin J.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 14, 28))
('WwbhV7HdPfN25678Gb6Pyw', 'Michael S.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 20, 12))
('WXhdizf2aBECAnyxjlG9Ww', 'Louis P.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 45, 53))
('WxjaXcRxL07hRVFdkZtoxA', 'Isabelle K.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 13, 42))
('WXKNgg-Sc7lFNeGMVEvkpA', 'Peter W.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 7, 27))
('wXqvsyqcuTKfBF2H2yf9Zw', 'Rita L.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 58, 52))
('wYhzRrGfsmvVxTdBDbI2kg', 'Craig N.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 13, 46))
('WYJdd3bkiFUkl1TIsYmgpA', 'Caitlin D.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 46, 27))
('WyTaOwxFYpLTm1v4R-cNhQ', 'Raymond L.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 46, 14))
('WYxek8FxfgrsH7AfgiX92A', 'John B.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 53, 26))
('WZ1b_YXk1sdco5hqbHNWVA', 'Emily G.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 21, 19))
('WZ5TDQvm9PqzBInVMJhg4Q', 'Larry E.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 13, 42))
('wzCIk2XgO8X74dGRxKYpmA', 'Matt C.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 13, 30))
('wZRCMbeHT4KbxCKOEhNTZQ', 'Jenny V.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 46, 14))
('X_J9oPkRbOP7dEa4N0IvgQ', 'Phillip S.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 58, 25))
('x_WNcHWqairz3yd4ziNMhg', 'Calvin S.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 13, 42))
('X_YwFanQ_zwRKC0noEopcQ', 'Mark R.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 46, 40))
('x_zoblqu1UbhV9Quch2uLg', 'Kristena T.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 53, 26))
('x-LrGPXN7WFX15Qk9B6_YQ', 'Lindsay H.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 16, 22))
('x-RL4dUG80hIpcWAlXjVog', 'Meg E.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 22, 20))
('X03Zr0To0e1UkGHLrAkDxQ', 'Min C.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 16, 46))
('x1_sp_rHxZtI8VLX_IF5cw', 'Lulu X.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 20, 20))
('X19fJf206WsA0K-UFmXaRg', 'Lauren R.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 18, 43))
('X1nvKXUJ5Lp3W9Oe-_JrMQ', 'Marissa R.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 16, 15, 26))
('X1xa2y0ioTvx05KgE5uKZg', 'Ellie G.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 19, 6, 52))
('X222ZlFsg415yNFpJv1gxg', 'mary d.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 20, 53))
('x6erNzhuM_c7xW6PlqClIQ', 'Zoe P.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 18, 43))
('X7D_rG8gs2MLxTZif1asbQ', 'Chris L.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 19, 8, 32))
('X7JmsxvvHgvtav309KQcqA', 'Rebecca N.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 48, 10))
('X7vJ733yoVG5bLyrMvUwqA', 'Allen A.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 7, 19))
('x84V75-kpKoKuJtcB4PDDA', 'Becca L.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 47, 47))
('X8PIsJ6RFzZQhE3D2iTz3A', 'Timothy E.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 21, 7))
('x92Q5jh2CSGL1EMLn-Z8nA', 'Elisabeth C.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 20, 20))
('x9tpYPYSt8MGZe8v60i8OQ', 'Jaymie C.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 21, 2))
('xA9H1hQTLtFxRsNlc-6GLg', 'Ken U.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 45, 53))
('xArneMw-cScJbx762lrlgw', 'Whitney R.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 18, 43))
('XAsTFWqPOQQlHFvYNv-WiQ', 'Jesus C.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 53, 26))
('XaTwsWiyF4G47uHApE_gHA', 'Marianna H.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 53, 26))
('XBcDvNBgGcc9sl4wvx6RCQ', 'Jane P.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 47, 37))
('Xbr9sAd0Gp5ALQzDgL2UxQ', 'Rob S.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 53, 26))
('XbT2YK4NIMZQQV-THI4kkA', 'C.j. M.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 19, 4, 49))
('xbt6OqOTUVz3XKjOAKErAg', 'C. S.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 20, 12))
('xc1opNkFCnAjsPXs7jqtfg', 'PhillyBestByob\xe2\x80\xa6', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 16, 3))
('XCEdXyU8YeMOUZyeAP_BoA', 'Kim W.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 21, 42))
('XcfJuMlnDWJEFpY7DKd5pw', 'Frank C.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 56, 55))
('xczR6wkhZoQdWX-n3wtRlw', 'Beth B.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 16, 7, 32))
('xDRSYzzH5iRmFIJoptid8Q', 'Alby C.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 21, 7))
('XeeUnN-5MS4QUyOlHOuKeQ', 'Yuri R.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 19, 8))
('xehzNj8bzHjDGOZpHGnncQ', 'Joseph L.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 21, 42))
('xFSNoIwu_USTaNPtG_ByGg', 'Alicia P.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 16, 7, 32))
('XGm7V8Wf0_-Rjuvl5KaOvw', 'Brian H.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 20, 12))
